Survived,Pclass,Sex,Age,SibSp,Parch,Embarked,name_length,title,title_group,family_size,is_alone,ticket_group_size,cabin_score,name_word_count,Age_missing,Cabin_missing,log_Fare,log_fare_per_person,log_age_fare_ratio
0,3,male,28.5,0,0,S,20,Mr,Mr,1,1,2,6.262203216314154,3,False,True,2.8390784635086144,2.2027647577118348,1.0189145870356011
1,1,male,42.0,1,0,S,28,Mr,Mr,2,0,1,4.9587573507877085,5,False,False,3.9806942251907276,3.9806904906493945,0.5873281970479526
0,3,male,21.0,0,0,S,33,Mr,Mr,1,1,1,7.636057941597608,5,False,True,2.1719067693519296,2.1719067693519296,1.3085934965426484
0,3,male,19.0,0,0,S,17,Mr,Mr,1,1,1,1.586051052930737,3,False,True,2.1855792552411137,2.1856017375082266,1.2256391680589016
0,3,male,24.0,0,0,S,17,Mr,Mr,1,1,1,9.442664891134338,3,False,True,2.139571923732859,2.139595464499583,1.4355113399248733
1,2,female,28.0,1,0,S,43,Mrs,Mrs,2,0,1,0.1839067654746673,7,False,True,3.295836866004329,3.295836866004329,0.7308875085427923
1,3,female,29.69911764705882,0,0,Q,29,Miss,Miss,1,1,1,7.435082562916078,4,True,True,2.17806441028492,2.1780417579194453,0.0
1,1,female,30.0,0,0,S,21,Miss,Miss,1,1,2,0.3700763471549262,3,False,False,4.548599834499697,3.865979066926739,0.27827971977339055
0,2,male,19.0,0,0,S,21,Mr,Mr,1,1,1,0.5182353682242691,3,False,True,2.6390573296152584,2.6390573296152584,0.9007865453381899
0,3,male,22.0,0,0,S,22,Mr,Mr,1,1,1,3.70472102791382,4,False,True,2.2027647577118348,2.2027647577118348,1.3171905695507444
0,1,male,61.0,0,0,S,25,Mr,Mr,1,1,1,8.1707207094928,5,False,False,3.5409593240373143,3.5409593240373143,1.0370543956686764
0,3,male,29.69911764705882,0,0,S,18,Mr,Mr,1,1,1,0.3118313506128467,3,True,True,2.2027647577118348,2.2027647577118348,0.0
0,3,male,19.0,0,0,S,17,Mr,Mr,1,1,1,9.688778552856917,3,False,True,2.4133032309283076,2.413321134588711,1.0536473392404044
0,3,male,29.69911764705882,0,0,S,27,Mr,Mr,1,1,1,4.607787680327258,4,True,True,2.2027647577118348,2.2027647577118348,0.0
1,3,female,26.0,0,0,S,22,Miss,Miss,1,1,1,9.327284833540132,3,False,True,2.188856327665703,2.188856327665703,1.4541298859575886
0,3,male,28.0,0,0,S,24,Mr,Mr,1,1,1,9.15488297588042,4,False,True,3.1580636854714434,3.1580636854714434,0.8078424597952831
1,1,female,44.0,0,0,C,41,Mrs,Mrs,1,1,1,0.6337497047276774,6,False,False,3.357621598945279,3.3576285625153623,0.9505977692302835
0,3,male,41.0,0,0,S,30,Mr,Mr,1,1,1,8.601223971892045,5,False,True,2.094945728215801,2.094945728215801,1.9101920664532341
0,3,male,28.5,0,0,C,19,Mr,Mr,1,1,1,4.374749220237291,3,False,True,2.1076888046179385,2.1076645006235757,1.5978399016569742
0,3,male,29.69911764705882,0,0,C,22,Mr,Mr,1,1,1,1.393560740728241,3,True,True,2.1855792552411137,2.1856017375082266,0.0
0,2,male,21.0,1,0,S,27,Mr,Mr,2,0,1,1.8097695270948977,4,False,True,2.5257286443082556,2.5257286443082556,1.0388930539664876
1,2,female,45.0,0,0,S,29,Mrs,Mrs,1,1,1,0.823810456158427,4,False,True,2.6741486494265287,2.6741486494265287,1.466337068793427
0,2,male,36.0,0,0,S,17,Mr,Mr,1,1,1,1.4991742734877378,3,False,True,2.4423470353692043,2.4423470353692043,1.488077055429833
1,3,male,29.69911764705882,1,1,C,49,Master,Master,3,0,2,2.732595269982093,6,True,True,2.7878344138303452,2.1544330519701873,0.0
0,3,male,40.5,0,0,Q,18,Mr,Mr,1,1,1,6.962887758781397,3,False,True,2.169053700369523,2.169053700369523,1.8287029844197393
1,2,female,18.0,0,1,S,19,Miss,Miss,2,0,2,1.288698674734452,3,False,True,3.1780538303479458,2.5257286443082556,0.5780778507751582
1,1,female,19.0,0,2,S,28,Miss,Miss,3,0,1,5.935924535540487,4,False,False,3.3062747934011893,3.306263797603417,0.5440045545886614
0,3,male,19.0,0,0,S,26,Mr,Mr,1,1,1,0.1971053775436415,4,False,True,2.2027647577118348,2.2027647577118348,1.2120149138620184
0,2,male,35.0,0,0,S,25,Mr,Mr,1,1,1,8.717835665922017,4,False,True,2.4423470353692043,2.4423470353692043,1.466337068793427
0,1,male,29.69911764705882,0,0,S,25,Mr,Mr,1,1,1,2.2381761482262306,4,True,True,3.770459441106359,3.770459441106359,0.0
0,3,male,29.69911764705882,0,0,Q,24,Mr,Mr,1,1,1,5.924077846595176,4,True,True,2.167143305297764,2.1671089534315957,0.0
0,3,male,29.69911764705882,0,0,S,19,Mr,Mr,1,1,1,3.501252591667301,3,True,True,2.2027647577118348,2.2027647577118348,0.0
1,3,female,29.69911764705882,0,0,Q,17,Miss,Miss,1,1,1,8.791183075621646,3,True,True,2.169053700369523,2.169053700369523,0.0
1,1,male,51.0,0,0,S,22,Mr,Mr,1,1,1,9.09032520665641,4,False,False,3.3160025355989236,3.3160025355989236,1.0718931419346
0,3,male,20.0,0,0,S,22,Mr,Mr,1,1,1,7.083629767150348,4,False,True,2.180891922715322,2.180869334309949,1.2659353423394422
0,1,male,58.0,0,0,C,23,Mr,Mr,1,1,1,1.368186309189614,4,False,False,3.4242626545931514,3.4242626545931514,1.0827748535694834
1,2,female,55.0,0,0,S,32,Mrs,Mrs,1,1,1,4.686931597949703,5,False,True,2.833213344056216,2.833213344056216,1.490091154801534
1,1,female,30.0,0,0,C,30,Miss,Miss,1,1,2,3.351972416459009,4,False,False,4.0592215752427645,3.3832031182898765,0.42328560372250046
1,1,male,36.0,1,2,S,26,Mr,Mr,4,0,4,2.078862551460273,4,False,False,4.795790545596741,3.4339872044851463,0.262364264467491
0,3,male,17.0,0,0,S,16,Mr,Mr,1,1,1,2.2120944181960223,3,False,True,2.2682524139135403,2.268200666132215,1.0860274178290303
0,1,male,65.0,0,1,C,30,Mr,Mr,2,0,1,3.5058755880659698,4,False,False,4.142804513146981,4.142801337490295,0.7172244486308802
1,2,female,7.0,0,2,S,22,Miss,Miss,3,0,3,6.158631881823045,4,False,True,3.305053521109253,2.277267285009756,0.23638877806423034
1,2,female,19.0,1,0,S,33,Mrs,Mrs,2,0,2,7.671882889311269,5,False,True,3.295836866004329,2.6390573296152584,0.5485659517488376
0,3,male,21.0,0,0,S,24,Mr,Mr,1,1,1,6.715731955927996,4,False,True,2.2027647577118348,2.2027647577118348,1.2833463918674481
0,1,male,31.0,0,0,S,36,Mr,Mr,1,1,1,5.148173539296902,5,False,False,3.941500250945973,3.9415041347503146,0.4786613206707706
1,1,female,58.0,0,0,C,20,Miss,Miss,1,1,2,9.899602323899453,3,False,False,4.993969182787072,4.307572448748934,0.33350228390086806
0,3,male,20.0,0,0,S,30,Mr,Mr,1,1,1,9.699143978146031,4,False,True,2.2027647577118348,2.2027647577118348,1.2483165405382333
1,3,female,31.0,0,0,S,16,Mrs,Mrs,1,1,1,8.017280830697919,3,False,True,2.270402752283094,2.270371770629394,1.519528803528904
0,1,male,47.0,0,0,S,26,Mr,Mr,1,1,1,6.318135270166684,4,False,False,3.2804411805263554,3.2804599861793355,1.0426887797107605
1,2,female,29.69911764705882,0,0,Q,19,Miss,Miss,1,1,1,9.208418826173723,4,True,False,2.5915163848462583,2.5915163848462583,0.0
0,3,male,29.69911764705882,0,0,S,19,Mr,Mr,1,1,1,2.8869373677069987,3,True,True,2.2027647577118348,2.2027647577118348,0.0
0,3,male,29.69911764705882,0,0,S,18,Mr,Mr,1,1,1,4.146241237270237,3,True,True,2.1855792552411137,2.1856017375082266,0.0
1,1,female,17.0,1,0,C,82,Mrs,Mrs,2,0,2,3.990027038701303,14,False,False,4.699570861409576,4.015481713796376,0.14505791111138663
0,3,male,29.69911764705882,0,0,S,17,Mr,Mr,1,1,1,0.7586332810866392,3,True,True,2.1855792552411137,2.1856017375082266,0.0
0,3,male,29.69911764705882,0,0,C,18,Mr,Mr,1,1,1,2.3000883728770303,3,True,True,2.1071782966514356,2.1071782966514356,0.0
1,1,female,31.0,0,2,S,24,Miss,Miss,3,0,2,7.3750124810974835,4,False,False,5.11118445372147,4.4240439145558845,0.17229705721262817
1,3,female,22.0,0,0,S,18,Miss,Miss,1,1,1,4.213570022770702,3,False,True,2.1719067693519296,2.1719067693519296,1.342755657176066
1,3,female,5.0,4,2,S,30,Miss,Miss,7,0,4,5.027203900924792,4,False,True,3.4777725458882283,2.180078418501249,0.14781558458803817
0,3,female,20.0,0,0,S,23,Miss,Miss,1,1,1,5.520471808519803,3,False,True,2.2682524139135403,2.268200666132215,1.1965862836680012
0,1,male,45.0,0,0,S,28,Mr,Mr,1,1,1,5.953850173200438,4,False,False,3.597312260588446,3.597312260588446,0.8187244879431476
1,1,male,50.0,2,0,S,29,Dr,Other,3,0,2,6.169269183757422,4,False,True,4.902678819257608,4.216930858544996,0.3178073296807483
0,3,male,39.0,0,0,S,25,Mr,Mr,1,1,1,0.6535634079894237,4,False,True,2.188856327665703,2.188856327665703,1.7785282627092283
1,3,male,21.0,0,0,S,22,Mr,Mr,1,1,1,0.2653220387381971,4,False,True,2.174274334826008,2.174297072692515,1.3066444160392436
0,3,male,34.5,0,0,C,26,Mr,Mr,1,1,1,7.252576604151365,4,False,True,2.006534770871748,2.006601995502878,1.8499062474056163
0,3,male,28.0,0,0,S,30,Mr,Mr,1,1,1,7.6022785988968655,5,False,True,2.3513752571634776,2.3513752571634776,1.3730491343698699
1,3,male,29.69911764705882,0,0,S,22,Mr,Mr,1,1,1,2.7687764814720373,4,True,True,2.1719067693519296,2.1719067693519296,0.0
0,3,male,29.69911764705882,0,0,S,33,Mr,Mr,1,1,1,8.698963620621283,5,True,True,2.2027647577118348,2.2027647577118348,0.0
0,3,female,10.0,0,2,S,25,Miss,Miss,3,0,3,2.578876854332023,4,False,True,3.224857896545748,2.2027647577118348,0.34647820591821743
0,3,female,9.0,1,1,C,23,Miss,Miss,3,0,2,6.229665835634828,3,False,True,2.7878344138303452,2.1544330519701873,0.46393935122196434
0,3,male,29.69911764705882,0,0,S,32,Mr,Mr,1,1,1,7.994103989090426,4,True,True,2.1855792552411137,2.1856017375082266,0.0
0,3,male,20.5,0,0,S,31,Mr,Mr,1,1,1,8.16599439471577,5,False,True,2.1102132003465894,2.1102132003465894,1.3422343713258602
1,1,female,29.69911764705882,1,0,S,50,Mrs,Mrs,2,0,2,1.4866272775311296,6,True,True,4.902678819257608,4.216930858544996,0.0
0,3,male,29.69911764705882,0,0,S,19,Mr,Mr,1,1,1,3.7103876298460263,3,True,True,2.2027647577118348,2.2027647577118348,0.0
0,3,male,29.69911764705882,0,0,S,18,Mr,Mr,1,1,1,8.71843527745232,3,True,True,2.145931282948669,2.145931282948669,0.0
0,3,male,29.69911764705882,0,0,Q,19,Mr,Mr,1,1,1,9.839776479598282,3,True,True,2.803360380906535,2.803360380906535,0.0
0,3,male,20.0,0,0,S,19,Mr,Mr,1,1,1,3.6852634372376114,3,False,True,2.2682524139135403,2.268200666132215,1.1965862836680012
0,3,female,43.0,1,6,S,39,Mrs,Mrs,8,0,6,3.0096356694681625,5,False,True,3.8691155044168695,2.17668167610489,0.6506802660253409
0,3,male,22.0,0,0,C,21,Mr,Mr,1,1,1,5.139894891598108,3,False,True,2.1076888046179385,2.1076645006235757,1.3970398296279731
0,3,female,22.0,0,0,S,28,Miss,Miss,1,1,1,1.6975790508754074,4,False,True,2.4437981558973862,2.4438242046867704,1.1287893336296133
0,2,male,39.0,0,0,S,17,Mr,Mr,1,1,1,0.8162998203058958,3,False,True,2.6390573296152584,2.6390573296152584,1.3862943611198906
0,3,male,27.0,1,0,C,19,Mr,Mr,2,0,2,7.234201136885849,3,False,True,2.737880811060884,2.107421428186793,1.0536041735827624
0,2,male,54.0,0,0,S,20,Dr,Other,1,1,1,3.469532018962277,3,False,True,2.70805020110221,2.70805020110221,1.580450375560848
1,3,female,29.69911764705882,0,0,Q,26,Miss,Miss,1,1,1,1.815977168014257,4,True,True,2.169053700369523,2.169053700369523,0.0
0,3,female,37.0,0,0,S,30,Miss,Miss,1,1,1,0.394268113685059,4,False,True,2.3596740599781727,2.3597212843648547,1.5808720981120021
1,3,female,18.0,0,1,S,26,Mrs,Mrs,2,0,1,1.315676851272598,5,False,True,2.336986519711378,2.336986519711378,1.0733401855673945
0,2,male,23.0,0,0,S,28,Mr,Mr,1,1,1,0.0638587171683358,4,False,True,2.6390573296152584,2.6390573296152584,1.0185695809945732
1,3,female,29.69911764705882,0,0,Q,25,Miss,Miss,1,1,1,0.2878267631333897,3,True,True,2.169053700369523,2.169053700369523,0.0
0,3,male,22.0,0,0,S,15,Mr,Mr,1,1,1,5.96269878482053,3,False,True,2.1855792552411137,2.1856017375082266,1.3313870297728903
0,3,male,36.0,0,0,S,16,Mr,Mr,1,1,1,2.5980358106415977,3,False,True,2.139571923732859,2.139595464499583,1.7583215180253813
1,1,female,38.0,0,0,C,29,Miss,Miss,1,1,4,3.975943979627943,4,False,False,5.4316456135398825,4.058389178739121,0.1544488757441839
1,1,female,33.0,1,0,Q,22,Miss,Miss,2,0,2,8.945522268940914,4,False,False,4.51085950651685,3.828641396489095,0.3123746850421524
1,1,female,62.0,0,0,,41,Mrs,Mrs,1,1,2,0.3065250220580606,6,False,False,4.394449154672439,3.713572066704308,0.5738004229273792
0,2,male,70.0,0,0,S,27,Mr,Mr,1,1,1,6.326218931339481,4,False,True,2.4423470353692043,2.4423470353692043,2.03688192726104
1,1,male,36.0,0,0,S,32,Mr,Mr,1,1,1,4.175807757849284,5,False,False,3.3100867049215847,3.3101049612588165,0.8604745216212887
1,2,female,4.0,1,1,S,17,Miss,Miss,3,0,1,2.6899340443509767,3,False,True,3.1780538303479458,3.1780538303479458,0.16034265007517934
0,3,female,32.0,1,1,Q,29,Mrs,Mrs,3,0,2,5.074677337608362,4,False,True,2.803360380906535,2.169053700369523,1.1198896871153945
0,3,male,16.0,1,1,S,27,Mr,Mr,3,0,2,2.005247267003367,4,False,True,3.056356895370426,2.409194828052304,0.5822845877481356
0,2,male,21.0,0,0,S,20,Mr,Mr,1,1,5,4.926180939928696,4,False,True,4.310799125385514,2.7536607123542622,0.2513144282809061
0,3,male,29.69911764705882,0,0,S,17,Mr,Mr,1,1,1,3.3424389081696084,3,True,True,2.1102132003465894,2.1102132003465894,0.0
0,2,male,42.0,0,0,S,33,Rev,Other,1,1,1,5.707783046689119,5,False,True,2.6390573296152584,2.6390573296152584,1.4423838277709342
0,3,male,24.0,0,0,S,18,Mr,Mr,1,1,1,4.894249636431405,3,False,True,2.174274334826008,2.174297072692515,1.4057490784570912
0,2,male,27.0,0,0,S,20,Mr,Mr,1,1,1,8.14574720231382,4,False,True,2.6390573296152584,2.6390573296152584,1.1239300966523995
1,3,female,15.0,0,0,Q,27,Miss,Miss,1,1,1,9.966368370739056,4,False,True,2.2004637699272855,2.200441619325342,1.0536780793354303
0,3,male,21.0,0,0,S,19,Mr,Mr,1,1,1,5.419009473783581,3,False,True,2.1102132003465894,2.1102132003465894,1.3600919887258665
0,3,male,40.0,0,0,C,17,Mr,Mr,1,1,1,9.811861780274237,3,False,True,2.1071782966514356,2.1071782966514356,1.8773761793890775
0,3,female,29.0,1,1,S,42,Mrs,Mrs,3,0,2,3.1172206779554825,6,False,False,2.4390808375825834,1.829536833562085,1.3275534180685165
0,3,male,29.69911764705882,0,0,C,19,Mr,Mr,1,1,1,2.1825388786506417,3,True,True,2.1076888046179385,2.1076645006235757,0.0
0,3,female,11.0,4,2,S,33,Miss,Miss,7,0,7,9.390676985128962,4,False,True,3.4742929367327062,1.6989129188617031,0.3013768384316692
1,1,male,38.0,1,0,S,28,Mr,Mr,2,0,2,3.5883048412350247,4,False,False,4.51085950651685,3.828641396489095,0.3522205935893521
0,3,male,33.0,0,0,C,19,Mr,Mr,1,1,1,8.721239089441514,3,False,True,2.2682524139135403,2.268200666132215,1.5705980791178367
0,3,male,51.0,0,0,S,27,Mr,Mr,1,1,1,3.4780920790219305,4,False,True,2.086193694502369,2.0861688624292625,2.107753872828238
0,3,male,18.0,0,0,S,30,Mr,Mr,1,1,1,9.372284872364512,4,False,True,2.1719067693519296,2.1719067693519296,1.1984915718377258
0,3,male,28.0,0,0,S,13,Mr,Mr,1,1,7,8.655071258939802,3,False,True,4.05171190165724,2.205082511632807,0.40253552987969354
0,3,male,25.0,0,0,C,16,Mr,Mr,1,1,1,3.236102191495412,3,False,True,2.1071782966514356,2.1071782966514356,1.4951953148267554
1,3,female,22.0,0,0,S,31,Miss,Miss,1,1,1,6.527461078518747,4,False,True,2.1102132003465894,2.1102132003465894,1.394878104811282
0,2,male,37.0,1,0,S,23,Mr,Mr,2,0,1,9.949078226464351,4,False,True,3.295836866004329,3.295836866004329,0.8850381883700507
1,1,female,24.0,0,0,C,30,Miss,Miss,1,1,2,8.028534485980114,4,False,False,4.432699549165613,3.7513611739852304,0.25356116016174673
1,3,male,20.0,0,0,C,21,Mr,Mr,1,1,1,7.798509888933498,4,False,True,2.1076888046179385,2.1076645006235757,1.3261615469137409
0,2,male,32.0,0,0,S,26,Mr,Mr,1,1,1,4.591357562382613,4,False,True,2.4423470353692043,2.4423470353692043,1.3981288187668934
1,1,male,45.0,0,0,S,45,Mr,Mr,1,1,1,5.812382214226123,7,False,True,3.3160025355989236,3.3160025355989236,0.991366758314512
1,2,female,6.0,0,1,S,33,Miss,Miss,2,0,3,8.940992036791345,5,False,True,3.5263605246161616,2.4849066497880004,0.16705408466316615
0,2,male,27.0,0,0,S,27,Mr,Mr,1,1,1,9.840834691992953,5,False,True,3.295836866004329,3.295836866004329,0.7121953755306397
1,3,male,19.0,0,0,S,26,Mr,Mr,1,1,1,6.114542354346479,4,False,True,2.2027647577118348,2.2027647577118348,1.2120149138620184
0,3,male,29.69911764705882,0,0,Q,20,Mr,Mr,1,1,1,7.682734138645182,3,True,True,2.17806441028492,2.1780417579194453,0.0
0,2,female,38.0,0,0,S,25,Miss,Miss,1,1,1,1.8192813049527112,4,False,True,2.6390573296152584,2.6390573296152584,1.366876275262789
0,3,male,42.0,0,0,S,19,Mr,Mr,1,1,1,8.734232380816605,3,False,True,2.145931282948669,2.145931282948669,1.8814346975150638
1,1,female,19.0,0,0,S,28,Miss,Miss,1,1,1,2.487142725876299,4,False,False,3.4339872044851463,3.4339872044851463,0.4906229164484712
1,2,female,40.0,0,0,S,50,Mrs,Mrs,1,1,1,8.967654246264251,7,False,True,2.8183982582710754,2.8183982582710754,1.264037045068586
0,3,male,18.0,1,1,S,27,Mr,Mr,3,0,2,1.716792858483035,4,False,True,3.0545906305603445,2.4074855028194153,0.6368614623137278
1,3,female,30.0,0,0,S,24,Miss,Miss,1,1,2,1.5190269351229435,3,False,True,2.600836116795061,1.9793449251415507,1.2251890259204135
1,2,female,36.0,0,0,S,23,Mrs,Mrs,1,1,1,3.623938991166331,5,False,False,2.6390573296152584,2.6390573296152584,1.32687094064909
0,3,male,29.69911764705882,0,0,C,16,Mr,Mr,1,1,1,2.3754332492387764,3,True,True,2.1076888046179385,2.1076645006235757,0.0
1,3,male,20.0,1,0,S,27,Mr,Mr,2,0,1,6.340057030996114,4,False,True,2.188856327665703,2.188856327665703,1.25950002519192
0,3,male,29.69911764705882,0,0,S,17,Mr,Mr,1,1,1,8.258167505647627,3,True,True,2.1855792552411137,2.1856017375082266,0.0
1,1,male,35.0,0,0,C,31,Mr,Mr,1,1,1,5.929399348417031,6,False,True,3.3160025355989236,3.3160025355989236,0.8408201049425147
1,2,male,3.0,1,1,S,26,Master,Master,3,0,3,1.3441467693897424,4,False,False,3.295836866004329,2.268718023482468,0.1091992919649919
0,3,male,29.69911764705882,0,0,S,22,Mr,Mr,1,1,1,6.680851365706461,3,True,True,2.1855792552411137,2.1856017375082266,0.0
0,2,male,36.0,1,2,S,21,Mr,Mr,4,0,3,0.8279866792512647,4,False,True,3.3586377672433594,2.327277705584417,0.831733343846092
1,1,female,50.0,0,1,C,47,Mrs,Mrs,2,0,2,1.1323804584075523,6,False,False,5.515526544247129,4.826391891739602,0.1839895196264752
0,3,female,29.69911764705882,8,2,S,33,Miss,Miss,11,0,7,4.922778564480348,5,True,True,4.256321678298823,2.3920600994216485,0.0
0,1,male,65.0,0,0,S,25,Mr,Mr,1,1,1,7.190459051842455,4,False,False,3.3160025355989236,3.3160025355989236,1.2378555234325719
1,1,female,30.0,0,0,C,23,Miss,Miss,1,1,2,4.386154191895905,3,False,True,3.4657359027997265,2.803360380906535,0.676886659688165
0,1,male,46.0,0,0,C,24,Mr,Mr,1,1,2,7.064757264869011,3,False,False,4.384523514872469,3.703768066607687,0.457936159845618
1,3,female,4.0,0,1,C,18,Miss,Miss,2,0,1,0.2458691645880151,3,False,True,2.668387256845834,2.668408065829767,0.2609293163851512
1,1,male,27.0,0,0,C,18,Mr,Mr,1,1,3,5.8217046017627325,3,False,False,4.353230991152628,3.2800085528709393,0.30150131711837364
1,2,female,41.0,0,1,S,41,Mrs,Mrs,2,0,2,2.517990589069528,5,False,True,3.0204248861443626,2.3749057545736716,1.1322288994670946
1,2,female,29.0,1,0,S,45,Mrs,Mrs,2,0,1,3.2749735217791462,6,False,True,3.295836866004329,3.295836866004329,0.7492366472109889
1,1,female,29.69911764705882,0,1,S,38,Mrs,Mrs,2,0,2,1.1203890216805237,5,True,False,4.02535169073515,3.349904087274605,0.0
1,3,male,20.0,1,1,C,16,Mr,Mr,3,0,2,0.8104621590764793,3,False,True,2.817902613071225,2.18278752953845,0.8200048321130052
1,1,male,35.0,0,0,C,22,Mr,Mr,1,1,3,0.3252617949125191,4,False,False,6.240917354759096,5.1461913024691075,0.06608306237594891
0,3,male,29.69911764705882,0,0,S,31,Mr,Mr,1,1,1,8.491956515653193,4,True,True,2.7788192719904172,2.7788192719904172,0.0
0,3,male,42.0,0,0,S,40,Mr,Mr,1,1,1,9.971245001577111,6,False,False,2.157559320943788,2.157559320943788,1.8702927426527372
0,3,male,29.69911764705882,0,0,C,19,Mr,Mr,1,1,1,5.519068387744856,3,True,True,2.1855792552411137,2.1856017375082266,0.0
1,1,female,16.0,0,1,C,28,Miss,Miss,2,0,2,6.322642879195303,4,False,False,4.077184839375167,3.4008639927609177,0.243699647075411
0,3,male,24.0,0,0,S,14,Mr,Mr,1,1,1,9.38340456821038,3,False,True,2.0856720914304723,2.0856720914304723,1.4825711915553104
1,1,female,21.0,0,0,S,29,Miss,Miss,1,1,3,4.951465270139743,4,False,False,4.368919865004903,3.2953182130085956,0.2385244809314162
1,2,female,28.0,0,0,S,32,Mrs,Mrs,1,1,1,3.796924081672669,6,False,True,2.613739521630969,2.613739521630969,1.1673416208202905
1,2,female,27.0,1,0,C,28,Miss,Miss,2,0,1,4.453052550026655,5,False,True,2.698558631668595,2.6985384407296147,1.0812256519254626
0,2,male,18.0,0,0,S,25,Mr,Mr,1,1,5,2.0498429541582097,4,False,True,4.310799125385514,2.7536607123542622,0.21905356606268458
0,1,male,29.69911764705882,0,0,C,25,Dr,Other,1,1,1,2.4204501586252745,4,True,True,3.703768066607687,3.703768066607687,0.0
1,1,male,23.0,0,1,C,31,Mr,Mr,2,0,1,3.6426986104807546,4,False,False,4.164465907853638,4.16446124643935,0.30969900407534656
1,3,female,13.0,0,0,C,20,Miss,Miss,1,1,1,3.96923276201596,3,False,True,2.1076888046179385,2.1076645006235757,1.0289987251885178
0,3,male,22.0,0,0,S,28,Mr,Mr,1,1,1,8.772005408131083,5,False,True,2.336986519711378,2.336986519711378,1.209837923778334
1,3,female,16.0,0,0,Q,32,Miss,Miss,1,1,1,2.459577283845081,4,False,True,2.167143305297764,2.1671089534315957,1.1213434456044147
0,3,male,47.0,0,0,S,26,Mr,Mr,1,1,1,8.837858849634257,4,False,True,2.1102132003465894,2.1102132003465894,2.0126015235539856
0,3,male,29.69911764705882,0,0,S,18,Mr,Mr,1,1,2,6.949818861265426,3,True,True,2.740840023925201,2.1102132003465894,0.0
0,2,male,28.0,0,0,S,26,Mr,Mr,1,1,1,2.0990559309558576,4,False,True,2.6390573296152584,2.6390573296152584,1.148622709242771
0,3,male,36.0,1,1,S,27,Mr,Mr,3,0,3,1.738952492194873,5,False,True,3.224857896545748,2.2027647577118348,0.9125570623221062
1,2,male,19.0,0,0,S,25,Mr,Mr,1,1,1,3.924451074226354,4,False,True,2.4423470353692043,2.4423470353692043,1.0330150061822965
0,3,female,29.69911764705882,3,1,S,23,Miss,Miss,5,0,4,3.769444294249076,3,True,True,3.275887339030031,1.9970105677006766,0.0
0,3,male,22.0,0,0,S,29,Mr,Mr,1,1,1,3.3490561465708613,4,False,True,2.094945728215801,2.094945728215801,1.4079871857311503
0,2,female,57.0,0,0,S,17,Mrs,Mrs,1,1,2,5.596486834869141,3,False,False,2.4423470353692043,1.8325814637483102,1.8607523407150064
0,3,male,29.0,1,0,S,25,Mr,Mr,2,0,1,4.348273386037462,4,False,True,2.0851502161468174,2.0851750735275965,1.632358657472418
0,3,male,26.0,2,0,S,17,Mr,Mr,3,0,1,2.5824438829895837,3,False,True,2.2682524139135403,2.268200666132215,1.386655046425875
0,3,male,29.69911764705882,0,0,S,17,Mr,Mr,1,1,1,0.1787393473341381,3,True,True,2.2027647577118348,2.2027647577118348,0.0
1,1,female,29.69911764705882,1,0,C,46,Mrs,Mrs,2,0,2,6.0617463445088005,6,True,False,4.993969182787072,4.307572448748934,0.0
0,3,male,32.0,0,0,S,19,Mr,Mr,1,1,1,8.289154741506774,3,False,True,2.1855792552411137,2.1856017375082266,1.6199400826676276
1,3,female,29.69911764705882,0,0,Q,32,Miss,Miss,1,1,1,4.459027063767484,4,True,True,2.167143305297764,2.1671089534315957,0.0
0,3,male,29.69911764705882,0,0,S,18,Mr,Mr,1,1,1,9.208478478156868,3,True,True,2.1855792552411137,2.1856017375082266,0.0
1,2,female,32.0,0,0,S,19,Mrs,Mrs,1,1,1,5.325894325515859,3,False,True,2.6390573296152584,2.6390573296152584,1.241713132308783
1,1,female,40.0,0,0,S,25,Miss,Miss,1,1,3,1.2951492128280415,4,False,False,5.039951348430309,3.9542008803270154,0.23162745773191964
1,1,female,48.0,1,0,C,65,Lady,Other,2,0,1,2.387771457683024,8,False,False,3.703768066607687,3.703768066607687,0.7939518796819109
1,1,male,40.0,0,0,C,16,Mr,Mr,1,1,1,7.308674752036443,3,False,False,3.4657359027997265,3.4657359027997265,0.8286926725561692
0,2,male,23.0,0,0,S,16,Dr,Other,1,1,1,2.594234334312925,3,False,True,2.4423470353692043,2.4423470353692043,1.1601701816675432
0,3,male,18.0,0,0,S,31,Mr,Mr,1,1,1,7.496518317429247,4,False,True,2.174274334826008,2.174297072692515,1.196626560843445
0,1,male,29.69911764705882,0,0,S,21,Mr,Mr,1,1,2,6.939484444671001,3,True,True,3.4657359027997265,2.803360380906535,0.0
0,3,male,33.0,0,0,S,18,Mr,Mr,1,1,1,0.7349674733001266,3,False,True,2.1855792552411137,2.1856017375082266,1.6446963957595366
0,3,male,22.0,1,0,S,23,Mr,Mr,2,0,1,6.134151959357899,4,False,True,2.1102132003465894,2.1102132003465894,1.394878104811282
1,3,female,15.0,0,0,C,32,Miss,Miss,1,1,1,3.251900642246949,5,False,True,2.1071782966514356,2.1071782966514356,1.1236705474014725
1,2,female,22.0,1,2,C,53,Mrs,Mrs,4,0,3,2.6560004258870604,7,False,True,3.7513658711253766,2.698673039289613,0.4246863306048239
0,3,female,29.69911764705882,1,2,S,40,Miss,Miss,4,0,2,6.171449866040301,5,True,True,3.196630215920881,2.5435685624365862,0.0
